,id,x,y,vx,vy,fx,fy,E_pot,E_kin
18.0,1,-17.92537,-54.476566,-8.339316274520167,-4.685857184214596,-0.00026059837705361133,-0.0007892424564488465,0.013435101252585013,305.15734734690375
18.0,2,42.100956,-56.460785,6.160131193691724,0.6358446452217512,-16.197628183511142,-26.48420475309969,208.6576619893724,127.90230164573056
18.0,3,48.67442,-51.890114,8.040407551679495,4.756535279248401,28.931909684193585,3.583310398719826,208.6582225868218,291.0547261685641
18.0,4,-60.04074,8.210613,-9.032292613967504,0.3883835085825943,-0.00035610831761478945,-0.00017220384779648157,0.00801540964415924,272.58006063292635
18.0,5,-13.1435,2.5689974,8.597344639065168,1.762627344573683,-0.01929620965643153,-0.002281473885432206,0.4325531894027956,256.86566864566936
18.0,6,5.163459,-8.077913,-10.431186319894598,0.8958847773794237,0.013564235619583087,-0.01945515432026923,0.43233008998308065,365.55687901161247
18.0,7,55.678604,-1.2501217,-8.212718583468936,-0.30016500890910736,0.00036473651123714035,3.94049705043642e-05,0.007307167281440264,225.24204995537107
18.0,8,-51.350636,63.14128,-7.61079799017841,-9.48881661533122,-0.002076054226267665,6.710587751257435e-05,0.0620806198651704,493.4528925003097
18.0,9,-20.037348,63.67045,9.628960490351668,-1.7890392541984828,0.0020092227886565617,7.027696656081162e-05,0.061747007093087856,319.885001162018
19.0,0,-59.317165,-64.82471,2.6437727592090154,-10.081476388873911,-0.0005471380219432831,-0.00048477377777089714,0.008644850825065633,362.2667114401623
